74,83,83
91,61,61
86,84,84
81,18,18
95,17,17
48,34,34
53,39,39
50,10,10
92,57,57
19,24,24
46,70,70
33,35,35
89,3,3
57,1,1
36,95,95
84,50,50
4,55,55
7,90,90
55,54,54
64,28,28
5,72,72
58,56,56
93,99,99
25,48,48
71,77,77
90,91,91
21,67,67
22,14,14
87,53,53
1,62,62
15,42,42
70,38,38
40,73,73
2,52,52
47,75,75
26,93,93
68,74,74
41,13,13
88,88,88
13,36,36
66,94,94
37,30,30
6,23,23
96,47,47
30,51,51
77,45,45
56,58,58
75,4,4
11,80,80
34,27,27
28,41,41
82,11,11
65,81,81
10,46,46
98,65,65
51,85,85
23,89,89
61,21,21
85,26,26
17,98,98
38,97,97
3,12,12
31,5,5
14,87,87
54,71,71
67,82,82
42,22,22
9,8,8
94,37,37
49,16,16
79,86,86
62,49,49
39,9,9
69,15,15
76,29,29
8,7,7
73,92,92
12,19,19
83,31,31
24,25,25
18,68,68
43,96,96
00,79,79
80,64,64
44,76,76
16,33,33
45,32,32
63,2,2
0,0,0
