0,2,53
0,3,30
0,4,12
0,5,34
0,6,25
0,7,90
0,8,31
0,9,94
0,10,8
0,11,90
0,12,8
0,13,4
0,14,90
0,15,28
0,16,34
0,17,3
0,18,28
0,19,75
0,20,52
0,21,73
0,22,83
0,23,78
0,24,36
0,25,81
0,26,57
0,27,79
0,28,86
0,29,98
0,30,1
0,31,54
0,32,38
0,33,36
0,34,58
0,35,95
0,36,77
0,37,66
0,38,90
0,39,76
0,40,29
0,41,99
0,42,85
0,43,76
0,44,9
0,45,68
0,46,52
0,47,40
0,48,70
0,49,73
0,50,49
0,51,7
0,52,8
0,53,11
0,54,95
0,55,71
0,56,56
0,57,62
0,58,69
0,59,1
0,60,18
0,61,12
0,62,60
0,63,16
0,64,80
0,65,22
0,66,58
0,67,2
0,68,93
0,69,57
0,70,71
0,71,82
0,72,37
0,73,25
0,74,77
0,75,3
0,76,97
0,77,92
0,78,36
0,79,19
0,80,49
0,81,48
0,82,66
0,83,75
0,84,39
0,85,99
0,86,85
0,87,11
0,88,79
0,89,23
0,90,71
0,91,14
0,92,53
0,93,56
0,94,71
0,95,12
0,96,32
0,97,56
0,98,99
0,99,10
1,3,48
1,4,13
1,5,28
1,6,49
1,7,70
1,8,55
1,9,1
1,10,43
1,11,24
1,12,19
1,13,12
1,14,19
1,15,11
1,16,54
1,17,43
1,18,37
1,19,17
1,20,11
1,21,32
1,22,97
1,23,47
1,24,62
1,25,80
1,26,47
1,27,44
1,28,22
1,29,19
1,30,25
1,31,60
1,32,10
1,33,38
1,34,55
1,35,10
1,36,98
1,37,50
1,38,96
1,39,31
1,40,29
1,41,9
1,42,54
1,43,37
1,44,70
1,45,60
1,46,74
1,47,99
1,48,7
1,49,92
1,50,4
1,51,23
1,52,42
1,53,49
1,54,45
1,55,9
1,56,13
1,57,68
1,58,38
1,59,59
1,60,31
1,61,1
1,62,67
1,63,9
1,64,97
1,65,98
1,66,64
1,67,24
1,68,82
1,69,27
1,70,22
1,71,84
1,72,8
1,73,70
1,74,53
1,75,7
1,76,37
1,77,31
1,78,29
1,79,22
1,80,34
1,81,85
1,82,76
1,83,39
1,84,66
1,85,56
1,86,27
1,87,75
1,88,40
1,89,88
1,90,44
1,91,13
1,92,68
1,93,52
1,94,12
1,95,35
1,96,90
1,97,20
1,98,12
1,99,67
2,4,3
2,5,23
2,6,49
2,7,58
2,8,56
2,9,62
2,10,84
2,11,52
2,12,50
2,13,53
2,14,8
2,15,28
2,16,33
2,17,44
2,18,19
2,19,84
2,20,93
2,21,20
2,22,94
2,23,59
2,24,41
2,25,15
2,26,43
2,27,28
2,28,41
2,29,46
2,30,80
2,31,40
2,32,72
2,33,52
2,34,76
2,35,34
2,36,1
2,37,98
2,38,22
2,39,49
2,40,61
2,41,74
2,42,35
2,43,57
2,44,72
2,45,77
2,46,22
2,47,84
2,48,29
2,49,50
2,50,83
2,51,14
2,52,13
2,53,73
2,54,68
2,55,92
2,56,75
2,57,91
2,58,34
2,59,13
2,60,47
2,61,15
2,62,36
2,63,50
2,64,98
2,65,31
2,66,96
2,67,50
2,68,5
2,69,67
2,70,69
2,71,50
2,72,96
2,73,63
2,74,80
2,75,80
2,76,62
2,77,13
2,78,44
2,79,46
2,80,7
2,81,14
2,82,14
2,83,68
2,84,94
2,85,45
2,86,98
2,87,42
2,88,6
2,89,22
2,90,17
2,91,3
2,92,22
2,93,58
2,94,64
2,95,46
2,96,34
2,97,52
2,98,75
2,99,12
3,5,2
3,6,20
3,7,33
3,8,59
3,9,43
3,10,86
3,11,14
3,12,14
3,13,72
3,14,12
3,15,28
3,16,35
3,17,78
3,18,56
3,19,76
3,20,85
3,21,88
3,22,88
3,23,21
3,24,40
3,25,88
3,26,5
3,27,58
3,28,54
3,29,71
3,30,53
3,31,45
3,32,39
3,33,56
3,34,77
3,35,89
3,36,93
3,37,59
3,38,25
3,39,30
3,40,75
3,41,59
3,42,92
3,43,93
3,44,45
3,45,74
3,46,56
3,47,49
3,48,32
3,49,99
3,50,94
3,51,41
3,52,77
3,53,2
3,54,65
3,55,25
3,56,63
3,57,86
3,58,42
3,59,51
3,60,56
3,61,20
3,62,93
3,63,40
3,64,21
3,65,32
3,66,49
3,67,15
3,68,28
3,69,37
3,70,92
3,71,83
3,72,30
3,73,14
3,74,83
3,75,75
3,76,68
3,77,16
3,78,54
3,79,98
3,80,70
3,81,4
3,82,18
3,83,68
3,84,67
3,85,79
3,86,85
3,87,79
3,88,36
3,89,58
3,90,4
3,91,9
3,92,18
3,93,30
3,94,60
3,95,3
3,96,4
3,97,22
3,98,67
3,99,78
4,6,86
4,7,40
4,8,22
4,9,23
4,10,96
4,11,87
4,12,50
4,13,1
4,14,23
4,15,3
4,16,61
4,17,27
4,18,49
4,19,36
4,20,18
4,21,81
4,22,83
4,23,64
4,24,70
4,25,91
4,26,80
4,27,5
4,28,66
4,29,41
4,30,99
4,31,31
4,32,28
4,33,95
4,34,91
4,35,46
4,36,5
4,37,31
4,38,50
4,39,74
4,40,82
4,41,36
4,42,87
4,43,24
4,44,16
4,45,64
4,46,95
4,47,36
4,48,43
4,49,1
4,50,16
4,51,72
4,52,95
4,53,72
4,54,19
4,55,38
4,56,71
4,57,53
4,58,78
4,59,16
4,60,60
4,61,61
4,62,68
4,63,68
4,64,19
4,65,97
4,66,25
4,67,9
4,68,92
4,69,32
4,70,2
4,71,58
4,72,42
4,73,60
4,74,67
4,75,21
4,76,69
4,77,62
4,78,77
4,79,34
4,80,7
4,81,42
4,82,69
4,83,84
4,84,20
4,85,45
4,86,23
4,87,36
4,88,74
4,89,61
4,90,8
4,91,64
4,92,28
4,93,40
4,94,93
4,95,23
4,96,7
4,97,99
4,98,33
4,99,70
5,7,43
5,8,20
5,9,80
5,10,15
5,11,11
5,12,31
5,13,63
5,14,60
5,15,11
5,16,32
5,17,64
5,18,27
5,19,21
5,20,20
5,21,10
5,22,86
5,23,71
5,24,94
5,25,96
5,26,5
5,27,37
5,28,84
5,29,92
5,30,89
5,31,23
5,32,75
5,33,45
5,34,77
5,35,20
5,36,69
5,37,21
5,38,83
5,39,39
5,40,53
5,41,76
5,42,43
5,43,58
5,44,97
5,45,54
5,46,84
5,47,94
5,48,69
5,49,30
5,50,4
5,51,21
5,52,94
5,53,91
5,54,20
5,55,23
5,56,44
5,57,31
5,58,65
5,59,36
5,60,10
5,61,99
5,62,10
5,63,20
5,64,48
5,65,78
5,66,22
5,67,96
5,68,29
5,69,54
5,70,29
5,71,73
5,72,50
5,73,43
5,74,42
5,75,57
5,76,22
5,77,11
5,78,54
5,79,16
5,80,18
5,81,63
5,82,64
5,83,8
5,84,79
5,85,33
5,86,48
5,87,37
5,88,51
5,89,76
5,90,82
5,91,29
5,92,2
5,93,66
5,94,48
5,95,39
5,96,86
5,97,35
5,98,29
5,99,51
6,8,65
6,9,95
6,10,30
6,11,3
6,12,91
6,13,79
6,14,55
6,15,84
6,16,42
6,17,48
6,18,19
6,19,20
6,20,68
6,21,16
6,22,93
6,23,71
6,24,30
6,25,6
6,26,49
6,27,97
6,28,29
6,29,1
6,30,81
6,31,55
6,32,72
6,33,96
6,34,33
6,35,67
6,36,39
6,37,19
6,38,58
6,39,23
6,40,48
6,41,86
6,42,59
6,43,44
6,44,8
6,45,68
6,46,38
6,47,18
6,48,32
6,49,53
6,50,98
6,51,8
6,52,38
6,53,91
6,54,67
6,55,46
6,56,41
6,57,89
6,58,41
6,59,31
6,60,32
6,61,7
6,62,89
6,63,85
6,64,84
6,65,7
6,66,27
6,67,64
6,68,17
6,69,12
6,70,61
6,71,64
6,72,63
6,73,76
6,74,2
6,75,51
6,76,9
6,77,9
6,78,16
6,79,11
6,80,59
6,81,30
6,82,12
6,83,53
6,84,81
6,85,77
6,86,64
6,87,35
6,88,79
6,89,70
6,90,16
6,91,15
6,92,58
6,93,26
6,94,74
6,95,39
6,96,24
6,97,43
6,98,39
6,99,78
7,9,16
7,10,21
7,11,94
7,12,74
7,13,77
7,14,98
7,15,59
7,16,87
7,17,76
7,18,6
7,19,10
7,20,76
7,21,17
7,22,25
7,23,92
7,24,9
7,25,92
7,26,89
7,27,70
7,28,18
7,29,56
7,30,72
7,31,83
7,32,1
7,33,35
7,34,14
7,35,43
7,36,28
7,37,33
7,38,44
7,39,65
7,40,50
7,41,1
7,42,75
7,43,15
7,44,94
7,45,66
7,46,57
7,47,29
7,48,64
7,49,48
7,50,18
7,51,68
7,52,96
7,53,60
7,54,39
7,55,22
7,56,54
7,57,56
7,58,82
7,59,11
7,60,85
7,61,44
7,62,4
7,63,42
7,64,90
7,65,28
7,66,9
7,67,96
7,68,55
7,69,38
7,70,48
7,71,29
7,72,46
7,73,44
7,74,97
7,75,61
7,76,5
7,77,77
7,78,36
7,79,31
7,80,64
7,81,43
7,82,57
7,83,38
7,84,77
7,85,45
7,86,35
7,87,46
7,88,32
7,89,15
7,90,22
7,91,36
7,92,13
7,93,60
7,94,72
7,95,82
7,96,44
7,97,43
7,98,56
7,99,18
8,10,54
8,11,25
8,12,17
8,13,66
8,14,23
8,15,22
8,16,32
8,17,38
8,18,59
8,19,77
8,20,8
8,21,32
8,22,72
8,23,50
8,24,29
8,25,3
8,26,99
8,27,58
8,28,99
8,29,11
8,30,61
8,31,96
8,32,62
8,33,10
8,34,46
8,35,53
8,36,47
8,37,26
8,38,66
8,39,48
8,40,99
8,41,35
8,42,47
8,43,92
8,44,20
8,45,6
8,46,7
8,47,88
8,48,92
8,49,45
8,50,1
8,51,54
8,52,20
8,53,28
8,54,35
8,55,85
8,56,70
8,57,21
8,58,45
8,59,48
8,60,51
8,61,52
8,62,40
8,63,57
8,64,53
8,65,11
8,66,83
8,67,89
8,68,49
8,69,66
8,70,36
8,71,99
8,72,19
8,73,19
8,74,65
8,75,60
8,76,49
8,77,84
8,78,89
8,79,92
8,80,36
8,81,58
8,82,30
8,83,60
8,84,51
8,85,52
8,86,76
8,87,25
8,88,36
8,89,67
8,90,58
8,91,56
8,92,52
8,93,64
8,94,74
8,95,42
8,96,93
8,97,76
8,98,89
8,99,13
9,11,99
9,12,17
9,13,48
9,14,10
9,15,89
9,16,3
9,17,29
9,18,65
9,19,4
9,20,8
9,21,55
9,22,61
9,23,11
9,24,26
9,25,91
9,26,22
9,27,46
9,28,58
9,29,98
9,30,93
9,31,25
9,32,59
9,33,2
9,34,98
9,35,51
9,36,25
9,37,66
9,38,72
9,39,32
9,40,40
9,41,75
9,42,42
9,43,86
9,44,9
9,45,18
9,46,24
9,47,55
9,48,10
9,49,70
9,50,79
9,51,21
9,52,68
9,53,48
9,54,35
9,55,22
9,56,83
9,57,83
9,58,23
9,59,65
9,60,14
9,61,18
9,62,11
9,63,77
9,64,94
9,65,36
9,66,98
9,67,89
9,68,57
9,69,29
9,70,49
9,71,24
9,72,66
9,73,37
9,74,98
9,75,47
9,76,19
9,77,11
9,78,95
9,79,40
9,80,30
9,81,14
9,82,54
9,83,81
9,84,93
9,85,80
9,86,72
9,87,95
9,88,48
9,89,54
9,90,56
9,91,94
9,92,9
9,93,2
9,94,81
9,95,23
9,96,28
9,97,14
9,98,82
9,99,6
10,12,34
10,13,2
10,14,55
10,15,82
10,16,11
10,17,90
10,18,63
10,19,65
10,20,47
10,21,74
10,22,55
10,23,95
10,24,64
10,25,75
10,26,33
10,27,33
10,28,4
10,29,64
10,30,37
10,31,15
10,32,51
10,33,59
10,34,25
10,35,57
10,36,98
10,37,46
10,38,10
10,39,10
10,40,31
10,41,42
10,42,14
10,43,12
10,44,58
10,45,35
10,46,44
10,47,5
10,48,38
10,49,14
10,50,60
10,51,86
10,52,59
10,53,6
10,54,73
10,55,71
10,56,74
10,57,61
10,58,50
10,59,89
10,60,76
10,61,12
10,62,87
10,63,72
10,64,59
10,65,39
10,66,79
10,67,17
10,68,96
10,69,94
10,70,78
10,71,17
10,72,7
10,73,22
10,74,60
10,75,25
10,76,14
10,77,7
10,78,73
10,79,35
10,80,21
10,81,16
10,82,26
10,83,45
10,84,37
10,85,74
10,86,7
10,87,68
10,88,16
10,89,57
10,90,42
10,91,91
10,92,35
10,93,36
10,94,13
10,95,8
10,96,91
10,97,15
10,98,82
10,99,88
11,13,91
11,14,10
11,15,60
11,16,96
11,17,67
11,18,90
11,19,96
11,20,11
11,21,44
11,22,8
11,23,64
11,24,65
11,25,57
11,26,57
11,27,87
11,28,3
11,29,8
11,30,28
11,31,14
11,32,5
11,33,54
11,34,29
11,35,75
11,36,67
11,37,55
11,38,32
11,39,69
11,40,69
11,41,7
11,42,52
11,43,46
11,44,28
11,45,49
11,46,35
11,47,76
11,48,73
11,49,95
11,50,78
11,51,32
