0,1,98
1,2,17
2,3,11
3,4,80
4,5,10
5,6,4
6,7,90
7,8,29
8,9,51
9,10,7
10,11,47
11,12,78
12,13,61
13,14,74
14,15,48
15,16,6
16,17,87
17,18,81
18,19,1
19,20,91
20,21,71
21,22,91
22,23,80
23,24,95
24,25,82
25,26,98
26,27,49
27,28,68
28,29,51
29,30,57
30,31,80
31,32,7
32,33,25
33,34,82
34,35,85
35,36,27
36,37,94
37,38,48
38,39,4
39,40,93
40,41,56
41,42,36
42,43,93
43,44,91
44,45,34
45,46,39
46,47,33
47,48,11
48,49,75
49,50,22
50,51,28
51,52,95
52,53,11
53,54,58
54,55,40
55,56,55
56,57,68
57,58,98
58,59,99
59,60,52
60,61,79
61,62,35
62,63,41
63,64,92
64,65,67
65,66,6
66,67,2
67,68,26
68,69,98
69,70,87
70,71,30
71,72,55
72,73,85
73,74,60
74,75,73
75,76,45
76,77,73
77,78,3
78,79,26
79,80,48
80,81,34
81,82,23
82,83,20
83,84,5
84,85,94
85,86,10
86,87,45
87,88,75
88,89,82
89,90,57
90,91,96
91,92,6
92,93,8
93,94,41
94,95,21
95,96,17
96,97,26
97,98,60
98,99,38
99,100,84
0,2,37
1,3,18
2,4,67
3,5,85
4,6,80
5,7,26
6,8,75
7,9,70
8,10,46
9,11,66
10,12,88
11,13,25
12,14,14
13,15,57
14,16,11
15,17,80
16,18,37
17,19,38
18,20,5
19,21,19
20,22,66
21,23,28
22,24,31
23,25,73
24,26,65
25,27,71
26,28,47
27,29,63
28,30,70
29,31,92
30,32,30
31,33,43
32,34,93
33,35,20
34,36,97
35,37,24
36,38,56
37,39,85
38,40,71
39,41,69
40,42,48
41,43,99
42,44,6
43,45,86
44,46,47
45,47,15
46,48,24
47,49,56
48,50,74
49,51,73
50,52,45
51,53,36
52,54,59
53,55,54
54,56,13
55,57,39
56,58,41
57,59,15
58,60,82
59,61,29
60,62,95
61,63,29
62,64,96
63,65,26
64,66,52
65,67,94
66,68,78
67,69,5
68,70,75
69,71,55
70,72,51
71,73,47
72,74,9
73,75,67
74,76,85
75,77,46
76,78,51
77,79,33
78,80,90
79,81,55
80,82,56
81,83,99
82,84,7
83,85,36
84,86,57
85,87,33
86,88,92
87,89,80
88,90,34
89,91,96
90,92,40
91,93,31
92,94,18
93,95,95
94,96,40
95,97,58
96,98,44
97,99,46
98,100,1
99,101,18
0,0,0
